RecordID,Country,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
20,Egypt,Education,5,No education,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Education,5,Primary,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Education,5,Secondary,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Employment,3,Employed for cash,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Employment,3,Employed for kind,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Employment,3,Unemployed,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Marital status,1,Married or living together,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Marital status,1,Never married,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2014,2014,
20,Egypt,Residence,5,Rural,... if she burns the food,1,01/01/2014,2014,
20,Egypt,Residence,5,Urban,... if she burns the food,1,01/01/2014,2014,
370,Egypt,Age,4,15-24,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Age,4,25-34,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Age,4,35-49,... for at least one specific reason,2,01/01/2014,2014,
90,Egypt,Age,4,15-24,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Age,4,25-34,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Age,4,35-49,... if she argues with him,3,01/01/2014,2014,
160,Egypt,Age,4,15-24,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Age,4,25-34,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Age,4,35-49,... if she goes out without telling him,5,01/01/2014,2014,
230,Egypt,Age,4,15-24,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Age,4,25-34,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Age,4,35-49,... if she neglects the children,4,01/01/2014,2014,
300,Egypt,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2014,2014,
370,Egypt,Education,5,Higher,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Education,5,No education,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Education,5,Primary,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Education,5,Secondary,... for at least one specific reason,2,01/01/2014,2014,
90,Egypt,Education,5,Higher,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Education,5,No education,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Education,5,Primary,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Education,5,Secondary,... if she argues with him,3,01/01/2014,2014,
160,Egypt,Education,5,Higher,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Education,5,No education,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Education,5,Primary,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Education,5,Secondary,... if she goes out without telling him,5,01/01/2014,2014,
230,Egypt,Education,5,Higher,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Education,5,No education,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Education,5,Primary,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Education,5,Secondary,... if she neglects the children,4,01/01/2014,2014,
300,Egypt,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Education,5,No education,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2014,2014,
370,Egypt,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2014,2014,
90,Egypt,Employment,3,Employed for cash,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Employment,3,Employed for kind,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Employment,3,Unemployed,... if she argues with him,3,01/01/2014,2014,
160,Egypt,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2014,2014,
230,Egypt,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Employment,3,Unemployed,... if she neglects the children,4,01/01/2014,2014,
300,Egypt,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2014,2014,
370,Egypt,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Marital status,1,Never married,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2014,2014,
90,Egypt,Marital status,1,Married or living together,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Marital status,1,Never married,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2014,2014,
160,Egypt,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2014,2014,
230,Egypt,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Marital status,1,Never married,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2014,2014,
300,Egypt,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2014,2014,
370,Egypt,Residence,5,Rural,... for at least one specific reason,2,01/01/2014,2014,
370,Egypt,Residence,5,Urban,... for at least one specific reason,2,01/01/2014,2014,
90,Egypt,Residence,5,Rural,... if she argues with him,3,01/01/2014,2014,
90,Egypt,Residence,5,Urban,... if she argues with him,3,01/01/2014,2014,
160,Egypt,Residence,5,Rural,... if she goes out without telling him,5,01/01/2014,2014,
160,Egypt,Residence,5,Urban,... if she goes out without telling him,5,01/01/2014,2014,
230,Egypt,Residence,5,Rural,... if she neglects the children,4,01/01/2014,2014,
230,Egypt,Residence,5,Urban,... if she neglects the children,4,01/01/2014,2014,
300,Egypt,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2014,2014,
300,Egypt,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2014,2014,
21,Eritrea,Age,4,15-24,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Age,4,25-34,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Age,4,35-49,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Education,5,Higher,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Education,5,No education,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Education,5,Primary,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Education,5,Secondary,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Employment,3,Employed for cash,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Employment,3,Employed for kind,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Employment,3,Unemployed,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Marital status,1,Married or living together,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Marital status,1,Never married,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Residence,5,Rural,... if she burns the food,1,01/01/2002,2002,
21,Eritrea,Residence,5,Urban,... if she burns the food,1,01/01/2002,2002,
371,Eritrea,Age,4,15-24,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Age,4,25-34,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Age,4,35-49,... for at least one specific reason,2,01/01/2002,2002,
91,Eritrea,Age,4,15-24,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Age,4,25-34,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Age,4,35-49,... if she argues with him,3,01/01/2002,2002,
161,Eritrea,Age,4,15-24,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Age,4,25-34,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Age,4,35-49,... if she goes out without telling him,5,01/01/2002,2002,
231,Eritrea,Age,4,15-24,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Age,4,25-34,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Age,4,35-49,... if she neglects the children,4,01/01/2002,2002,
301,Eritrea,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2002,2002,
371,Eritrea,Education,5,Higher,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Education,5,No education,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Education,5,Primary,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Education,5,Secondary,... for at least one specific reason,2,01/01/2002,2002,
91,Eritrea,Education,5,Higher,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Education,5,No education,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Education,5,Primary,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Education,5,Secondary,... if she argues with him,3,01/01/2002,2002,
161,Eritrea,Education,5,Higher,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Education,5,No education,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Education,5,Primary,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Education,5,Secondary,... if she goes out without telling him,5,01/01/2002,2002,
231,Eritrea,Education,5,Higher,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Education,5,No education,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Education,5,Primary,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Education,5,Secondary,... if she neglects the children,4,01/01/2002,2002,
301,Eritrea,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Education,5,No education,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2002,2002,
371,Eritrea,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2002,2002,
91,Eritrea,Employment,3,Employed for cash,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Employment,3,Employed for kind,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Employment,3,Unemployed,... if she argues with him,3,01/01/2002,2002,
161,Eritrea,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2002,2002,
231,Eritrea,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Employment,3,Unemployed,... if she neglects the children,4,01/01/2002,2002,
301,Eritrea,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2002,2002,
371,Eritrea,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Marital status,1,Never married,... for at least one specific reason,2,01/01/2002,2002,
371,Eritrea,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2002,2002,
91,Eritrea,Marital status,1,Married or living together,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Marital status,1,Never married,... if she argues with him,3,01/01/2002,2002,
91,Eritrea,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2002,2002,
161,Eritrea,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2002,2002,
161,Eritrea,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2002,2002,
231,Eritrea,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Marital status,1,Never married,... if she neglects the children,4,01/01/2002,2002,
231,Eritrea,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2002,2002,
301,Eritrea,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2002,2002,
301,Eritrea,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2002,2002,
